Statistic,Week,Age Group,Sex,UNIT,VALUE,first_Monday,first_Monday_date
Totals (excluding overlaps),2020W27,All ages,Both sexes,Number,892592.0,2020W27-1,2020-07-06
Totals (excluding overlaps),2020W27,All ages,Male,Number,486088.0,2020W27-1,2020-07-06
Totals (excluding overlaps),2020W27,All ages,Female,Number,406344.0,2020W27-1,2020-07-06
Totals (excluding overlaps),2020W28,Under 20 years,Both sexes,Number,31040.0,2020W28-1,2020-07-13
Totals (excluding overlaps),2020W28,Under 20 years,Male,Number,15196.0,2020W28-1,2020-07-13
Totals (excluding overlaps),2020W28,Under 20 years,Female,Number,15844.0,2020W28-1,2020-07-13
Totals (excluding overlaps),2020W28,20 - 24 years,Both sexes,Number,113104.0,2020W28-1,2020-07-13
Totals (excluding overlaps),2020W28,20 - 24 years,Male,Number,58322.0,2020W28-1,2020-07-13
Totals (excluding overlaps),2020W28,20 - 24 years,Female,Number,54782.0,2020W28-1,2020-07-13
Totals (excluding overlaps),2020W28,25 - 34 years,Both sexes,Number,183478.0,2020W28-1,2020-07-13
Totals (excluding overlaps),2020W28,25 - 34 years,Male,Number,101025.0,2020W28-1,2020-07-13
Totals (excluding overlaps),2020W28,25 - 34 years,Female,Number,82453.0,2020W28-1,2020-07-13
Totals (excluding overlaps),2020W28,35 - 44 years,Both sexes,Number,188438.0,2020W28-1,2020-07-13
Totals (excluding overlaps),2020W28,35 - 44 years,Male,Number,104939.0,2020W28-1,2020-07-13
Totals (excluding overlaps),2020W28,35 - 44 years,Female,Number,83499.0,2020W28-1,2020-07-13
Totals (excluding overlaps),2020W28,45 - 54 years,Both sexes,Number,154763.0,2020W28-1,2020-07-13
Totals (excluding overlaps),2020W28,45 - 54 years,Male,Number,85805.0,2020W28-1,2020-07-13
Totals (excluding overlaps),2020W28,45 - 54 years,Female,Number,68958.0,2020W28-1,2020-07-13
Totals (excluding overlaps),2020W28,55 - 59 years,Both sexes,Number,62033.0,2020W28-1,2020-07-13
Totals (excluding overlaps),2020W28,55 - 59 years,Male,Number,34082.0,2020W28-1,2020-07-13
Totals (excluding overlaps),2020W28,55 - 59 years,Female,Number,27951.0,2020W28-1,2020-07-13
Totals (excluding overlaps),2020W28,60 years and over,Both sexes,Number,66968.0,2020W28-1,2020-07-13
Totals (excluding overlaps),2020W28,60 years and over,Male,Number,37525.0,2020W28-1,2020-07-13
Totals (excluding overlaps),2020W28,60 years and over,Female,Number,29443.0,2020W28-1,2020-07-13
Totals (excluding overlaps),2020W28,All ages,Both sexes,Number,800010.0,2020W28-1,2020-07-13
Totals (excluding overlaps),2020W28,All ages,Male,Number,436934.0,2020W28-1,2020-07-13
Totals (excluding overlaps),2020W28,All ages,Female,Number,362939.0,2020W28-1,2020-07-13
Totals (excluding overlaps),2020W29,Under 20 years,Both sexes,Number,29774.0,2020W29-1,2020-07-20
Totals (excluding overlaps),2020W29,Under 20 years,Male,Number,14537.0,2020W29-1,2020-07-20
Totals (excluding overlaps),2020W29,Under 20 years,Female,Number,15237.0,2020W29-1,2020-07-20
Totals (excluding overlaps),2020W29,20 - 24 years,Both sexes,Number,108683.0,2020W29-1,2020-07-20
Totals (excluding overlaps),2020W29,20 - 24 years,Male,Number,56222.0,2020W29-1,2020-07-20
Totals (excluding overlaps),2020W29,20 - 24 years,Female,Number,52461.0,2020W29-1,2020-07-20
Totals (excluding overlaps),2020W29,25 - 34 years,Both sexes,Number,179854.0,2020W29-1,2020-07-20
Totals (excluding overlaps),2020W29,25 - 34 years,Male,Number,98979.0,2020W29-1,2020-07-20
Totals (excluding overlaps),2020W29,25 - 34 years,Female,Number,80875.0,2020W29-1,2020-07-20
Totals (excluding overlaps),2020W29,35 - 44 years,Both sexes,Number,184639.0,2020W29-1,2020-07-20
Totals (excluding overlaps),2020W29,35 - 44 years,Male,Number,102386.0,2020W29-1,2020-07-20
Totals (excluding overlaps),2020W29,35 - 44 years,Female,Number,82253.0,2020W29-1,2020-07-20
Totals (excluding overlaps),2020W29,45 - 54 years,Both sexes,Number,151842.0,2020W29-1,2020-07-20
Totals (excluding overlaps),2020W29,45 - 54 years,Male,Number,83795.0,2020W29-1,2020-07-20
Totals (excluding overlaps),2020W29,45 - 54 years,Female,Number,68047.0,2020W29-1,2020-07-20
Totals (excluding overlaps),2020W29,55 - 59 years,Both sexes,Number,61063.0,2020W29-1,2020-07-20
Totals (excluding overlaps),2020W29,55 - 59 years,Male,Number,33510.0,2020W29-1,2020-07-20
Totals (excluding overlaps),2020W29,55 - 59 years,Female,Number,27553.0,2020W29-1,2020-07-20
Totals (excluding overlaps),2020W29,60 years and over,Both sexes,Number,66114.0,2020W29-1,2020-07-20
Totals (excluding overlaps),2020W29,60 years and over,Male,Number,36898.0,2020W29-1,2020-07-20
Totals (excluding overlaps),2020W29,60 years and over,Female,Number,29216.0,2020W29-1,2020-07-20
Totals (excluding overlaps),2020W29,All ages,Both sexes,Number,782155.0,2020W29-1,2020-07-20
Totals (excluding overlaps),2020W29,All ages,Male,Number,426367.0,2020W29-1,2020-07-20
Totals (excluding overlaps),2020W29,All ages,Female,Number,355646.0,2020W29-1,2020-07-20
Totals (excluding overlaps),2020W30,Under 20 years,Both sexes,Number,29805.0,2020W30-1,2020-07-27
Totals (excluding overlaps),2020W30,Under 20 years,Male,Number,14480.0,2020W30-1,2020-07-27
Totals (excluding overlaps),2020W30,Under 20 years,Female,Number,15325.0,2020W30-1,2020-07-27
Totals (excluding overlaps),2020W30,20 - 24 years,Both sexes,Number,107856.0,2020W30-1,2020-07-27
Totals (excluding overlaps),2020W30,20 - 24 years,Male,Number,55403.0,2020W30-1,2020-07-27
Totals (excluding overlaps),2020W30,20 - 24 years,Female,Number,52453.0,2020W30-1,2020-07-27
Totals (excluding overlaps),2020W30,25 - 34 years,Both sexes,Number,179782.0,2020W30-1,2020-07-27
Totals (excluding overlaps),2020W30,25 - 34 years,Male,Number,98167.0,2020W30-1,2020-07-27
Totals (excluding overlaps),2020W30,25 - 34 years,Female,Number,81615.0,2020W30-1,2020-07-27
Totals (excluding overlaps),2020W30,35 - 44 years,Both sexes,Number,184219.0,2020W30-1,2020-07-27
Totals (excluding overlaps),2020W30,35 - 44 years,Male,Number,101665.0,2020W30-1,2020-07-27
Totals (excluding overlaps),2020W30,35 - 44 years,Female,Number,82554.0,2020W30-1,2020-07-27
Totals (excluding overlaps),2020W30,45 - 54 years,Both sexes,Number,150954.0,2020W30-1,2020-07-27
Totals (excluding overlaps),2020W30,45 - 54 years,Male,Number,82792.0,2020W30-1,2020-07-27
Totals (excluding overlaps),2020W30,45 - 54 years,Female,Number,68162.0,2020W30-1,2020-07-27
Totals (excluding overlaps),2020W30,55 - 59 years,Both sexes,Number,60313.0,2020W30-1,2020-07-27
Totals (excluding overlaps),2020W30,55 - 59 years,Male,Number,32778.0,2020W30-1,2020-07-27
Totals (excluding overlaps),2020W30,55 - 59 years,Female,Number,27535.0,2020W30-1,2020-07-27
Totals (excluding overlaps),2020W30,60 years and over,Both sexes,Number,65542.0,2020W30-1,2020-07-27
Totals (excluding overlaps),2020W30,60 years and over,Male,Number,36264.0,2020W30-1,2020-07-27
Totals (excluding overlaps),2020W30,60 years and over,Female,Number,29278.0,2020W30-1,2020-07-27
Totals (excluding overlaps),2020W30,All ages,Both sexes,Number,778680.0,2020W30-1,2020-07-27
Totals (excluding overlaps),2020W30,All ages,Male,Number,421591.0,2020W30-1,2020-07-27
Totals (excluding overlaps),2020W30,All ages,Female,Number,356931.0,2020W30-1,2020-07-27
Totals (excluding overlaps),2020W31,Under 20 years,Both sexes,Number,28656.0,2020W31-1,2020-08-03
Totals (excluding overlaps),2020W31,Under 20 years,Male,Number,13872.0,2020W31-1,2020-08-03
Totals (excluding overlaps),2020W31,Under 20 years,Female,Number,14784.0,2020W31-1,2020-08-03
Totals (excluding overlaps),2020W31,20 - 24 years,Both sexes,Number,108829.0,2020W31-1,2020-08-03
Totals (excluding overlaps),2020W31,20 - 24 years,Male,Number,55828.0,2020W31-1,2020-08-03
Totals (excluding overlaps),2020W31,20 - 24 years,Female,Number,53001.0,2020W31-1,2020-08-03
Totals (excluding overlaps),2020W31,25 - 34 years,Both sexes,Number,190358.0,2020W31-1,2020-08-03
Totals (excluding overlaps),2020W31,25 - 34 years,Male,Number,103780.0,2020W31-1,2020-08-03
Totals (excluding overlaps),2020W31,25 - 34 years,Female,Number,86578.0,2020W31-1,2020-08-03
Totals (excluding overlaps),2020W31,35 - 44 years,Both sexes,Number,194464.0,2020W31-1,2020-08-03
Totals (excluding overlaps),2020W31,35 - 44 years,Male,Number,106998.0,2020W31-1,2020-08-03
Totals (excluding overlaps),2020W31,35 - 44 years,Female,Number,87466.0,2020W31-1,2020-08-03
Totals (excluding overlaps),2020W31,45 - 54 years,Both sexes,Number,159471.0,2020W31-1,2020-08-03
Totals (excluding overlaps),2020W31,45 - 54 years,Male,Number,87218.0,2020W31-1,2020-08-03
Totals (excluding overlaps),2020W31,45 - 54 years,Female,Number,72253.0,2020W31-1,2020-08-03
Totals (excluding overlaps),2020W31,55 - 59 years,Both sexes,Number,63430.0,2020W31-1,2020-08-03
Totals (excluding overlaps),2020W31,55 - 59 years,Male,Number,34363.0,2020W31-1,2020-08-03
Totals (excluding overlaps),2020W31,55 - 59 years,Female,Number,29067.0,2020W31-1,2020-08-03
Totals (excluding overlaps),2020W31,60 years and over,Both sexes,Number,69669.0,2020W31-1,2020-08-03
Totals (excluding overlaps),2020W31,60 years and over,Male,Number,38458.0,2020W31-1,2020-08-03
Totals (excluding overlaps),2020W31,60 years and over,Female,Number,31211.0,2020W31-1,2020-08-03
Totals (excluding overlaps),2020W31,All ages,Both sexes,Number,815109.0,2020W31-1,2020-08-03
Totals (excluding overlaps),2020W31,All ages,Male,Number,440568.0,2020W31-1,2020-08-03
Totals (excluding overlaps),2020W31,All ages,Female,Number,374365.0,2020W31-1,2020-08-03
Totals (excluding overlaps),2020W32,Under 20 years,Both sexes,Number,28180.0,2020W32-1,2020-08-10
Totals (excluding overlaps),2020W32,Under 20 years,Male,Number,13725.0,2020W32-1,2020-08-10
Totals (excluding overlaps),2020W32,Under 20 years,Female,Number,14455.0,2020W32-1,2020-08-10
Totals (excluding overlaps),2020W32,20 - 24 years,Both sexes,Number,103904.0,2020W32-1,2020-08-10
Totals (excluding overlaps),2020W32,20 - 24 years,Male,Number,53603.0,2020W32-1,2020-08-10
Totals (excluding overlaps),2020W32,20 - 24 years,Female,Number,50301.0,2020W32-1,2020-08-10
Totals (excluding overlaps),2020W32,25 - 34 years,Both sexes,Number,171763.0,2020W32-1,2020-08-10
Totals (excluding overlaps),2020W32,25 - 34 years,Male,Number,94423.0,2020W32-1,2020-08-10
Totals (excluding overlaps),2020W32,25 - 34 years,Female,Number,77340.0,2020W32-1,2020-08-10
Totals (excluding overlaps),2020W32,35 - 44 years,Both sexes,Number,174682.0,2020W32-1,2020-08-10
Totals (excluding overlaps),2020W32,35 - 44 years,Male,Number,96664.0,2020W32-1,2020-08-10
Totals (excluding overlaps),2020W32,35 - 44 years,Female,Number,78018.0,2020W32-1,2020-08-10
Totals (excluding overlaps),2020W32,45 - 54 years,Both sexes,Number,143583.0,2020W32-1,2020-08-10
Totals (excluding overlaps),2020W32,45 - 54 years,Male,Number,78716.0,2020W32-1,2020-08-10
Totals (excluding overlaps),2020W32,45 - 54 years,Female,Number,64867.0,2020W32-1,2020-08-10
Totals (excluding overlaps),2020W32,55 - 59 years,Both sexes,Number,57755.0,2020W32-1,2020-08-10
Totals (excluding overlaps),2020W32,55 - 59 years,Male,Number,31265.0,2020W32-1,2020-08-10
Totals (excluding overlaps),2020W32,55 - 59 years,Female,Number,26490.0,2020W32-1,2020-08-10
Totals (excluding overlaps),2020W32,60 years and over,Both sexes,Number,62925.0,2020W32-1,2020-08-10
Totals (excluding overlaps),2020W32,60 years and over,Male,Number,34655.0,2020W32-1,2020-08-10
Totals (excluding overlaps),2020W32,60 years and over,Female,Number,28270.0,2020W32-1,2020-08-10
Totals (excluding overlaps),2020W32,All ages,Both sexes,Number,742973.0,2020W32-1,2020-08-10
Totals (excluding overlaps),2020W32,All ages,Male,Number,403088.0,2020W32-1,2020-08-10
Totals (excluding overlaps),2020W32,All ages,Female,Number,339749.0,2020W32-1,2020-08-10
Totals (excluding overlaps),2020W33,Under 20 years,Both sexes,Number,26337.0,2020W33-1,2020-08-17
Totals (excluding overlaps),2020W33,Under 20 years,Male,Number,12660.0,2020W33-1,2020-08-17
Totals (excluding overlaps),2020W33,Under 20 years,Female,Number,13677.0,2020W33-1,2020-08-17
Totals (excluding overlaps),2020W33,20 - 24 years,Both sexes,Number,97512.0,2020W33-1,2020-08-17
Totals (excluding overlaps),2020W33,20 - 24 years,Male,Number,49951.0,2020W33-1,2020-08-17
Totals (excluding overlaps),2020W33,20 - 24 years,Female,Number,47561.0,2020W33-1,2020-08-17
Totals (excluding overlaps),2020W33,25 - 34 years,Both sexes,Number,165912.0,2020W33-1,2020-08-17
Totals (excluding overlaps),2020W33,25 - 34 years,Male,Number,90702.0,2020W33-1,2020-08-17
Totals (excluding overlaps),2020W33,25 - 34 years,Female,Number,75210.0,2020W33-1,2020-08-17
Totals (excluding overlaps),2020W33,35 - 44 years,Both sexes,Number,168978.0,2020W33-1,2020-08-17
Totals (excluding overlaps),2020W33,35 - 44 years,Male,Number,92558.0,2020W33-1,2020-08-17
Totals (excluding overlaps),2020W33,35 - 44 years,Female,Number,76420.0,2020W33-1,2020-08-17
Totals (excluding overlaps),2020W33,45 - 54 years,Both sexes,Number,139178.0,2020W33-1,2020-08-17
Totals (excluding overlaps),2020W33,45 - 54 years,Male,Number,75657.0,2020W33-1,2020-08-17
Totals (excluding overlaps),2020W33,45 - 54 years,Female,Number,63521.0,2020W33-1,2020-08-17
Totals (excluding overlaps),2020W33,55 - 59 years,Both sexes,Number,56329.0,2020W33-1,2020-08-17
Totals (excluding overlaps),2020W33,55 - 59 years,Male,Number,30397.0,2020W33-1,2020-08-17
Totals (excluding overlaps),2020W33,55 - 59 years,Female,Number,25932.0,2020W33-1,2020-08-17
Totals (excluding overlaps),2020W33,60 years and over,Both sexes,Number,61547.0,2020W33-1,2020-08-17
Totals (excluding overlaps),2020W33,60 years and over,Male,Number,33738.0,2020W33-1,2020-08-17
Totals (excluding overlaps),2020W33,60 years and over,Female,Number,27809.0,2020W33-1,2020-08-17
Totals (excluding overlaps),2020W33,All ages,Both sexes,Number,715957.0,2020W33-1,2020-08-17
Totals (excluding overlaps),2020W33,All ages,Male,Number,385698.0,2020W33-1,2020-08-17
Totals (excluding overlaps),2020W33,All ages,Female,Number,330135.0,2020W33-1,2020-08-17
Totals (excluding overlaps),2020W34,Under 20 years,Both sexes,Number,26811.0,2020W34-1,2020-08-24
Totals (excluding overlaps),2020W34,Under 20 years,Male,Number,12883.0,2020W34-1,2020-08-24
Totals (excluding overlaps),2020W34,Under 20 years,Female,Number,13928.0,2020W34-1,2020-08-24
Totals (excluding overlaps),2020W34,20 - 24 years,Both sexes,Number,97552.0,2020W34-1,2020-08-24
Totals (excluding overlaps),2020W34,20 - 24 years,Male,Number,49825.0,2020W34-1,2020-08-24
Totals (excluding overlaps),2020W34,20 - 24 years,Female,Number,47727.0,2020W34-1,2020-08-24
Totals (excluding overlaps),2020W34,25 - 34 years,Both sexes,Number,161514.0,2020W34-1,2020-08-24
Totals (excluding overlaps),2020W34,25 - 34 years,Male,Number,87593.0,2020W34-1,2020-08-24
Totals (excluding overlaps),2020W34,25 - 34 years,Female,Number,73921.0,2020W34-1,2020-08-24
Totals (excluding overlaps),2020W34,35 - 44 years,Both sexes,Number,163765.0,2020W34-1,2020-08-24
Totals (excluding overlaps),2020W34,35 - 44 years,Male,Number,88960.0,2020W34-1,2020-08-24
Totals (excluding overlaps),2020W34,35 - 44 years,Female,Number,74805.0,2020W34-1,2020-08-24
Totals (excluding overlaps),2020W34,45 - 54 years,Both sexes,Number,135543.0,2020W34-1,2020-08-24
Totals (excluding overlaps),2020W34,45 - 54 years,Male,Number,73282.0,2020W34-1,2020-08-24
Totals (excluding overlaps),2020W34,45 - 54 years,Female,Number,62261.0,2020W34-1,2020-08-24
Totals (excluding overlaps),2020W34,55 - 59 years,Both sexes,Number,54916.0,2020W34-1,2020-08-24
Totals (excluding overlaps),2020W34,55 - 59 years,Male,Number,29435.0,2020W34-1,2020-08-24
Totals (excluding overlaps),2020W34,55 - 59 years,Female,Number,25481.0,2020W34-1,2020-08-24
Totals (excluding overlaps),2020W34,60 years and over,Both sexes,Number,60881.0,2020W34-1,2020-08-24
Totals (excluding overlaps),2020W34,60 years and over,Male,Number,33314.0,2020W34-1,2020-08-24
Totals (excluding overlaps),2020W34,60 years and over,Female,Number,27567.0,2020W34-1,2020-08-24
Totals (excluding overlaps),2020W34,All ages,Both sexes,Number,701163.0,2020W34-1,2020-08-24
Totals (excluding overlaps),2020W34,All ages,Male,Number,375325.0,2020W34-1,2020-08-24
Totals (excluding overlaps),2020W34,All ages,Female,Number,325699.0,2020W34-1,2020-08-24
Totals (excluding overlaps),2020W35,Under 20 years,Both sexes,Number,26096.0,2020W35-1,2020-08-31
Totals (excluding overlaps),2020W35,Under 20 years,Male,Number,12550.0,2020W35-1,2020-08-31
Totals (excluding overlaps),2020W35,Under 20 years,Female,Number,13546.0,2020W35-1,2020-08-31
Totals (excluding overlaps),2020W35,20 - 24 years,Both sexes,Number,97676.0,2020W35-1,2020-08-31
Totals (excluding overlaps),2020W35,20 - 24 years,Male,Number,49842.0,2020W35-1,2020-08-31
Totals (excluding overlaps),2020W35,20 - 24 years,Female,Number,47834.0,2020W35-1,2020-08-31
Totals (excluding overlaps),2020W35,25 - 34 years,Both sexes,Number,169926.0,2020W35-1,2020-08-31
Totals (excluding overlaps),2020W35,25 - 34 years,Male,Number,91782.0,2020W35-1,2020-08-31
Totals (excluding overlaps),2020W35,25 - 34 years,Female,Number,78144.0,2020W35-1,2020-08-31
Totals (excluding overlaps),2020W35,35 - 44 years,Both sexes,Number,172718.0,2020W35-1,2020-08-31
Totals (excluding overlaps),2020W35,35 - 44 years,Male,Number,93320.0,2020W35-1,2020-08-31
Totals (excluding overlaps),2020W35,35 - 44 years,Female,Number,79398.0,2020W35-1,2020-08-31
Totals (excluding overlaps),2020W35,45 - 54 years,Both sexes,Number,142371.0,2020W35-1,2020-08-31
Totals (excluding overlaps),2020W35,45 - 54 years,Male,Number,76765.0,2020W35-1,2020-08-31
Totals (excluding overlaps),2020W35,45 - 54 years,Female,Number,65606.0,2020W35-1,2020-08-31
Totals (excluding overlaps),2020W35,55 - 59 years,Both sexes,Number,57031.0,2020W35-1,2020-08-31
Totals (excluding overlaps),2020W35,55 - 59 years,Male,Number,30696.0,2020W35-1,2020-08-31
Totals (excluding overlaps),2020W35,55 - 59 years,Female,Number,26335.0,2020W35-1,2020-08-31
Totals (excluding overlaps),2020W35,60 years and over,Both sexes,Number,63335.0,2020W35-1,2020-08-31
Totals (excluding overlaps),2020W35,60 years and over,Male,Number,34776.0,2020W35-1,2020-08-31
Totals (excluding overlaps),2020W35,60 years and over,Female,Number,28559.0,2020W35-1,2020-08-31
Totals (excluding overlaps),2020W35,All ages,Both sexes,Number,729347.0,2020W35-1,2020-08-31
Totals (excluding overlaps),2020W35,All ages,Male,Number,389777.0,2020W35-1,2020-08-31
Totals (excluding overlaps),2020W35,All ages,Female,Number,339426.0,2020W35-1,2020-08-31
Totals (excluding overlaps),2020W36,Under 20 years,Both sexes,Number,17253.0,2020W36-1,2020-09-07
Totals (excluding overlaps),2020W36,Under 20 years,Male,Number,8666.0,2020W36-1,2020-09-07
Totals (excluding overlaps),2020W36,Under 20 years,Female,Number,8587.0,2020W36-1,2020-09-07
Totals (excluding overlaps),2020W36,20 - 24 years,Both sexes,Number,67760.0,2020W36-1,2020-09-07
Totals (excluding overlaps),2020W36,20 - 24 years,Male,Number,35739.0,2020W36-1,2020-09-07
Totals (excluding overlaps),2020W36,20 - 24 years,Female,Number,32021.0,2020W36-1,2020-09-07
Totals (excluding overlaps),2020W36,25 - 34 years,Both sexes,Number,116933.0,2020W36-1,2020-09-07
Totals (excluding overlaps),2020W36,25 - 34 years,Male,Number,64245.0,2020W36-1,2020-09-07
Totals (excluding overlaps),2020W36,25 - 34 years,Female,Number,52688.0,2020W36-1,2020-09-07
Totals (excluding overlaps),2020W36,35 - 44 years,Both sexes,Number,111893.0,2020W36-1,2020-09-07
Totals (excluding overlaps),2020W36,35 - 44 years,Male,Number,59368.0,2020W36-1,2020-09-07
Totals (excluding overlaps),2020W36,35 - 44 years,Female,Number,52525.0,2020W36-1,2020-09-07
Totals (excluding overlaps),2020W36,45 - 54 years,Both sexes,Number,94543.0,2020W36-1,2020-09-07
Totals (excluding overlaps),2020W36,45 - 54 years,Male,Number,50882.0,2020W36-1,2020-09-07
Totals (excluding overlaps),2020W36,45 - 54 years,Female,Number,43661.0,2020W36-1,2020-09-07
Totals (excluding overlaps),2020W36,55 - 59 years,Both sexes,Number,40177.0,2020W36-1,2020-09-07
Totals (excluding overlaps),2020W36,55 - 59 years,Male,Number,21970.0,2020W36-1,2020-09-07
Totals (excluding overlaps),2020W36,55 - 59 years,Female,Number,18207.0,2020W36-1,2020-09-07
Totals (excluding overlaps),2020W36,60 years and over,Both sexes,Number,45253.0,2020W36-1,2020-09-07
Totals (excluding overlaps),2020W36,60 years and over,Male,Number,24795.0,2020W36-1,2020-09-07
Totals (excluding overlaps),2020W36,60 years and over,Female,Number,20458.0,2020W36-1,2020-09-07
Totals (excluding overlaps),2020W36,All ages,Both sexes,Number,493852.0,2020W36-1,2020-09-07
Totals (excluding overlaps),2020W36,All ages,Male,Number,265670.0,2020W36-1,2020-09-07
Totals (excluding overlaps),2020W36,All ages,Female,Number,228150.0,2020W36-1,2020-09-07
Totals (excluding overlaps),2020W37,Under 20 years,Both sexes,Number,,2020W37-1,2020-09-14
Totals (excluding overlaps),2020W37,Under 20 years,Male,Number,,2020W37-1,2020-09-14
Totals (excluding overlaps),2020W37,Under 20 years,Female,Number,,2020W37-1,2020-09-14
Totals (excluding overlaps),2020W37,20 - 24 years,Both sexes,Number,,2020W37-1,2020-09-14
Totals (excluding overlaps),2020W37,20 - 24 years,Male,Number,,2020W37-1,2020-09-14
Totals (excluding overlaps),2020W37,20 - 24 years,Female,Number,,2020W37-1,2020-09-14
Totals (excluding overlaps),2020W37,25 - 34 years,Both sexes,Number,,2020W37-1,2020-09-14
Totals (excluding overlaps),2020W37,25 - 34 years,Male,Number,,2020W37-1,2020-09-14
Totals (excluding overlaps),2020W37,25 - 34 years,Female,Number,,2020W37-1,2020-09-14
Totals (excluding overlaps),2020W37,35 - 44 years,Both sexes,Number,,2020W37-1,2020-09-14
Totals (excluding overlaps),2020W37,35 - 44 years,Male,Number,,2020W37-1,2020-09-14
Totals (excluding overlaps),2020W37,35 - 44 years,Female,Number,,2020W37-1,2020-09-14
Totals (excluding overlaps),2020W37,45 - 54 years,Both sexes,Number,,2020W37-1,2020-09-14
Totals (excluding overlaps),2020W37,45 - 54 years,Male,Number,,2020W37-1,2020-09-14
Totals (excluding overlaps),2020W37,45 - 54 years,Female,Number,,2020W37-1,2020-09-14
Totals (excluding overlaps),2020W37,55 - 59 years,Both sexes,Number,,2020W37-1,2020-09-14
Totals (excluding overlaps),2020W37,55 - 59 years,Male,Number,,2020W37-1,2020-09-14
Totals (excluding overlaps),2020W37,55 - 59 years,Female,Number,,2020W37-1,2020-09-14
Totals (excluding overlaps),2020W37,60 years and over,Both sexes,Number,,2020W37-1,2020-09-14
Totals (excluding overlaps),2020W37,60 years and over,Male,Number,,2020W37-1,2020-09-14
Totals (excluding overlaps),2020W37,60 years and over,Female,Number,,2020W37-1,2020-09-14
Totals (excluding overlaps),2020W37,All ages,Both sexes,Number,,2020W37-1,2020-09-14
Totals (excluding overlaps),2020W37,All ages,Male,Number,,2020W37-1,2020-09-14
Totals (excluding overlaps),2020W37,All ages,Female,Number,,2020W37-1,2020-09-14
Totals (excluding overlaps),2020W38,Under 20 years,Both sexes,Number,,2020W38-1,2020-09-21
Totals (excluding overlaps),2020W38,Under 20 years,Male,Number,,2020W38-1,2020-09-21
Totals (excluding overlaps),2020W38,Under 20 years,Female,Number,,2020W38-1,2020-09-21
Totals (excluding overlaps),2020W38,20 - 24 years,Both sexes,Number,,2020W38-1,2020-09-21
Totals (excluding overlaps),2020W38,20 - 24 years,Male,Number,,2020W38-1,2020-09-21
Totals (excluding overlaps),2020W38,20 - 24 years,Female,Number,,2020W38-1,2020-09-21
Totals (excluding overlaps),2020W38,25 - 34 years,Both sexes,Number,,2020W38-1,2020-09-21
Totals (excluding overlaps),2020W38,25 - 34 years,Male,Number,,2020W38-1,2020-09-21
Totals (excluding overlaps),2020W38,25 - 34 years,Female,Number,,2020W38-1,2020-09-21
Totals (excluding overlaps),2020W38,35 - 44 years,Both sexes,Number,,2020W38-1,2020-09-21
Totals (excluding overlaps),2020W38,35 - 44 years,Male,Number,,2020W38-1,2020-09-21
Totals (excluding overlaps),2020W38,35 - 44 years,Female,Number,,2020W38-1,2020-09-21
Totals (excluding overlaps),2020W38,45 - 54 years,Both sexes,Number,,2020W38-1,2020-09-21
Totals (excluding overlaps),2020W38,45 - 54 years,Male,Number,,2020W38-1,2020-09-21
Totals (excluding overlaps),2020W38,45 - 54 years,Female,Number,,2020W38-1,2020-09-21
Totals (excluding overlaps),2020W38,55 - 59 years,Both sexes,Number,,2020W38-1,2020-09-21
Totals (excluding overlaps),2020W38,55 - 59 years,Male,Number,,2020W38-1,2020-09-21
Totals (excluding overlaps),2020W38,55 - 59 years,Female,Number,,2020W38-1,2020-09-21
Totals (excluding overlaps),2020W38,60 years and over,Both sexes,Number,,2020W38-1,2020-09-21
Totals (excluding overlaps),2020W38,60 years and over,Male,Number,,2020W38-1,2020-09-21
Totals (excluding overlaps),2020W38,60 years and over,Female,Number,,2020W38-1,2020-09-21
Totals (excluding overlaps),2020W38,All ages,Both sexes,Number,,2020W38-1,2020-09-21
Totals (excluding overlaps),2020W38,All ages,Male,Number,,2020W38-1,2020-09-21
Totals (excluding overlaps),2020W38,All ages,Female,Number,,2020W38-1,2020-09-21
Totals (excluding overlaps),2020W39,Under 20 years,Both sexes,Number,,2020W39-1,2020-09-28
Totals (excluding overlaps),2020W39,Under 20 years,Male,Number,,2020W39-1,2020-09-28
Totals (excluding overlaps),2020W39,Under 20 years,Female,Number,,2020W39-1,2020-09-28
Totals (excluding overlaps),2020W39,20 - 24 years,Both sexes,Number,,2020W39-1,2020-09-28
Totals (excluding overlaps),2020W39,20 - 24 years,Male,Number,,2020W39-1,2020-09-28
Totals (excluding overlaps),2020W39,20 - 24 years,Female,Number,,2020W39-1,2020-09-28
Totals (excluding overlaps),2020W39,25 - 34 years,Both sexes,Number,,2020W39-1,2020-09-28
Totals (excluding overlaps),2020W39,25 - 34 years,Male,Number,,2020W39-1,2020-09-28
Totals (excluding overlaps),2020W39,25 - 34 years,Female,Number,,2020W39-1,2020-09-28
Totals (excluding overlaps),2020W39,35 - 44 years,Both sexes,Number,,2020W39-1,2020-09-28
Totals (excluding overlaps),2020W39,35 - 44 years,Male,Number,,2020W39-1,2020-09-28
Totals (excluding overlaps),2020W39,35 - 44 years,Female,Number,,2020W39-1,2020-09-28
Totals (excluding overlaps),2020W39,45 - 54 years,Both sexes,Number,,2020W39-1,2020-09-28
Totals (excluding overlaps),2020W39,45 - 54 years,Male,Number,,2020W39-1,2020-09-28
Totals (excluding overlaps),2020W39,45 - 54 years,Female,Number,,2020W39-1,2020-09-28
Totals (excluding overlaps),2020W39,55 - 59 years,Both sexes,Number,,2020W39-1,2020-09-28
