Statistic,Date2,County,UNIT,VALUE,Date
Staying Local Indicator,2020 December 11,Meath,%,50.6,11/12/2020
Staying Local Indicator,2020 December 11,Wicklow,%,53.2,11/12/2020
Staying Local Indicator,2020 December 11,Clare,%,48.3,11/12/2020
Staying Local Indicator,2020 December 11,Carlow,%,45.2,11/12/2020
Staying Local Indicator,2020 December 11,Kilkenny,%,48.7,11/12/2020
Staying Local Indicator,2020 December 11,Tipperary,%,44.4,11/12/2020
Staying Local Indicator,2020 December 11,Wexford,%,48.5,11/12/2020
Staying Local Indicator,2020 December 11,Kerry,%,50.3,11/12/2020
Staying Local Indicator,2020 December 11,Cork,%,53.9,11/12/2020
Staying Local Indicator,2020 December 11,Galway,%,51,11/12/2020
Staying Local Indicator,2020 December 11,Limerick,%,54.2,11/12/2020
Staying Local Indicator,2020 December 11,Waterford,%,54.8,11/12/2020
Staying Local Indicator,2020 December 12,State,%,55.4,12/12/2020
Staying Local Indicator,2020 December 12,Cavan,%,46.1,12/12/2020
Staying Local Indicator,2020 December 12,Donegal,%,45.8,12/12/2020
Staying Local Indicator,2020 December 12,Leitrim,%,44.3,12/12/2020
Staying Local Indicator,2020 December 12,Louth,%,57.6,12/12/2020
Staying Local Indicator,2020 December 12,Monaghan,%,48.3,12/12/2020
Staying Local Indicator,2020 December 12,Sligo,%,47.3,12/12/2020
Staying Local Indicator,2020 December 12,Laois,%,46.4,12/12/2020
Staying Local Indicator,2020 December 12,Longford,%,47.2,12/12/2020
Staying Local Indicator,2020 December 12,Offaly,%,47.5,12/12/2020
Staying Local Indicator,2020 December 12,Westmeath,%,52.5,12/12/2020
Staying Local Indicator,2020 December 12,Mayo,%,43.6,12/12/2020
Staying Local Indicator,2020 December 12,Roscommon,%,43.5,12/12/2020
Staying Local Indicator,2020 December 12,Dublin,%,69.6,12/12/2020
Staying Local Indicator,2020 December 12,Kildare,%,49.8,12/12/2020
Staying Local Indicator,2020 December 12,Meath,%,50.1,12/12/2020
Staying Local Indicator,2020 December 12,Wicklow,%,52.5,12/12/2020
Staying Local Indicator,2020 December 12,Clare,%,47.7,12/12/2020
Staying Local Indicator,2020 December 12,Carlow,%,44.7,12/12/2020
Staying Local Indicator,2020 December 12,Kilkenny,%,48.4,12/12/2020
Staying Local Indicator,2020 December 12,Tipperary,%,44,12/12/2020
Staying Local Indicator,2020 December 12,Wexford,%,47.9,12/12/2020
Staying Local Indicator,2020 December 12,Kerry,%,49.7,12/12/2020
Staying Local Indicator,2020 December 12,Cork,%,53.4,12/12/2020
Staying Local Indicator,2020 December 12,Galway,%,50.4,12/12/2020
Staying Local Indicator,2020 December 12,Limerick,%,53.7,12/12/2020
Staying Local Indicator,2020 December 12,Waterford,%,54.2,12/12/2020
Staying Local Indicator,2020 December 13,State,%,55.3,13/12/2020
Staying Local Indicator,2020 December 13,Cavan,%,45.6,13/12/2020
Staying Local Indicator,2020 December 13,Donegal,%,45.6,13/12/2020
Staying Local Indicator,2020 December 13,Leitrim,%,44,13/12/2020
Staying Local Indicator,2020 December 13,Louth,%,57.4,13/12/2020
Staying Local Indicator,2020 December 13,Monaghan,%,48,13/12/2020
Staying Local Indicator,2020 December 13,Sligo,%,47.1,13/12/2020
Staying Local Indicator,2020 December 13,Laois,%,46.1,13/12/2020
Staying Local Indicator,2020 December 13,Longford,%,46.7,13/12/2020
Staying Local Indicator,2020 December 13,Offaly,%,47.1,13/12/2020
Staying Local Indicator,2020 December 13,Westmeath,%,52.1,13/12/2020
Staying Local Indicator,2020 December 13,Mayo,%,43.4,13/12/2020
Staying Local Indicator,2020 December 13,Roscommon,%,43,13/12/2020
Staying Local Indicator,2020 December 13,Dublin,%,69.4,13/12/2020
Staying Local Indicator,2020 December 13,Kildare,%,49.4,13/12/2020
Staying Local Indicator,2020 December 13,Meath,%,49.8,13/12/2020
Staying Local Indicator,2020 December 13,Wicklow,%,52.4,13/12/2020
Staying Local Indicator,2020 December 13,Clare,%,47.7,13/12/2020
Staying Local Indicator,2020 December 13,Carlow,%,44.5,13/12/2020
Staying Local Indicator,2020 December 13,Kilkenny,%,48.4,13/12/2020
Staying Local Indicator,2020 December 13,Tipperary,%,43.9,13/12/2020
Staying Local Indicator,2020 December 13,Wexford,%,47.8,13/12/2020
Staying Local Indicator,2020 December 13,Kerry,%,49.7,13/12/2020
Staying Local Indicator,2020 December 13,Cork,%,53.5,13/12/2020
Staying Local Indicator,2020 December 13,Galway,%,50.3,13/12/2020
Staying Local Indicator,2020 December 13,Limerick,%,53.6,13/12/2020
Staying Local Indicator,2020 December 13,Waterford,%,54.6,13/12/2020
Staying Local Indicator,2020 December 14,State,%,55,14/12/2020
Staying Local Indicator,2020 December 14,Cavan,%,45.4,14/12/2020
Staying Local Indicator,2020 December 14,Donegal,%,45.3,14/12/2020
Staying Local Indicator,2020 December 14,Leitrim,%,43.4,14/12/2020
Staying Local Indicator,2020 December 14,Louth,%,57,14/12/2020
Staying Local Indicator,2020 December 14,Monaghan,%,47.6,14/12/2020
Staying Local Indicator,2020 December 14,Sligo,%,46.7,14/12/2020
Staying Local Indicator,2020 December 14,Laois,%,46,14/12/2020
Staying Local Indicator,2020 December 14,Longford,%,46.2,14/12/2020
Staying Local Indicator,2020 December 14,Offaly,%,46.8,14/12/2020
Staying Local Indicator,2020 December 14,Westmeath,%,51.6,14/12/2020
Staying Local Indicator,2020 December 14,Mayo,%,43.1,14/12/2020
Staying Local Indicator,2020 December 14,Roscommon,%,42.5,14/12/2020
Staying Local Indicator,2020 December 14,Dublin,%,69.1,14/12/2020
Staying Local Indicator,2020 December 14,Kildare,%,49.2,14/12/2020
Staying Local Indicator,2020 December 14,Meath,%,49.5,14/12/2020
Staying Local Indicator,2020 December 14,Wicklow,%,52.1,14/12/2020
Staying Local Indicator,2020 December 14,Clare,%,47.2,14/12/2020
Staying Local Indicator,2020 December 14,Carlow,%,44.7,14/12/2020
Staying Local Indicator,2020 December 14,Kilkenny,%,48.2,14/12/2020
Staying Local Indicator,2020 December 14,Tipperary,%,43.6,14/12/2020
Staying Local Indicator,2020 December 14,Wexford,%,47.6,14/12/2020
Staying Local Indicator,2020 December 14,Kerry,%,49.4,14/12/2020
Staying Local Indicator,2020 December 14,Cork,%,53.3,14/12/2020
Staying Local Indicator,2020 December 14,Galway,%,50,14/12/2020
Staying Local Indicator,2020 December 14,Limerick,%,53.3,14/12/2020
Staying Local Indicator,2020 December 14,Waterford,%,54.4,14/12/2020
Staying Local Indicator,2020 December 15,State,%,54.8,15/12/2020
Staying Local Indicator,2020 December 15,Cavan,%,45.1,15/12/2020
Staying Local Indicator,2020 December 15,Donegal,%,44.9,15/12/2020
Staying Local Indicator,2020 December 15,Leitrim,%,43.1,15/12/2020
Staying Local Indicator,2020 December 15,Louth,%,56.7,15/12/2020
Staying Local Indicator,2020 December 15,Monaghan,%,47.4,15/12/2020
Staying Local Indicator,2020 December 15,Sligo,%,46.3,15/12/2020
Staying Local Indicator,2020 December 15,Laois,%,45.8,15/12/2020
Staying Local Indicator,2020 December 15,Longford,%,46.1,15/12/2020
Staying Local Indicator,2020 December 15,Offaly,%,46.6,15/12/2020
Staying Local Indicator,2020 December 15,Westmeath,%,51.3,15/12/2020
Staying Local Indicator,2020 December 15,Mayo,%,42.9,15/12/2020
Staying Local Indicator,2020 December 15,Roscommon,%,42.3,15/12/2020
Staying Local Indicator,2020 December 15,Dublin,%,68.9,15/12/2020
Staying Local Indicator,2020 December 15,Kildare,%,49,15/12/2020
Staying Local Indicator,2020 December 15,Meath,%,49.2,15/12/2020
Staying Local Indicator,2020 December 15,Wicklow,%,51.9,15/12/2020
Staying Local Indicator,2020 December 15,Clare,%,46.9,15/12/2020
Staying Local Indicator,2020 December 15,Carlow,%,44.5,15/12/2020
Staying Local Indicator,2020 December 15,Kilkenny,%,48.1,15/12/2020
Staying Local Indicator,2020 December 15,Tipperary,%,43.5,15/12/2020
Staying Local Indicator,2020 December 15,Wexford,%,47.4,15/12/2020
Staying Local Indicator,2020 December 15,Kerry,%,49.2,15/12/2020
Staying Local Indicator,2020 December 15,Cork,%,53.2,15/12/2020
Staying Local Indicator,2020 December 15,Galway,%,49.9,15/12/2020
Staying Local Indicator,2020 December 15,Limerick,%,53,15/12/2020
Staying Local Indicator,2020 December 15,Waterford,%,54.3,15/12/2020
Staying Local Indicator,2020 December 16,State,%,54.5,16/12/2020
Staying Local Indicator,2020 December 16,Cavan,%,44.9,16/12/2020
Staying Local Indicator,2020 December 16,Donegal,%,44.8,16/12/2020
Staying Local Indicator,2020 December 16,Leitrim,%,43,16/12/2020
Staying Local Indicator,2020 December 16,Louth,%,56.5,16/12/2020
Staying Local Indicator,2020 December 16,Monaghan,%,47.2,16/12/2020
Staying Local Indicator,2020 December 16,Sligo,%,46,16/12/2020
Staying Local Indicator,2020 December 16,Laois,%,45.6,16/12/2020
Staying Local Indicator,2020 December 16,Longford,%,45.8,16/12/2020
Staying Local Indicator,2020 December 16,Offaly,%,46.4,16/12/2020
Staying Local Indicator,2020 December 16,Westmeath,%,51,16/12/2020
Staying Local Indicator,2020 December 16,Mayo,%,42.6,16/12/2020
Staying Local Indicator,2020 December 16,Roscommon,%,41.9,16/12/2020
Staying Local Indicator,2020 December 16,Dublin,%,68.6,16/12/2020
Staying Local Indicator,2020 December 16,Kildare,%,48.7,16/12/2020
Staying Local Indicator,2020 December 16,Meath,%,49,16/12/2020
Staying Local Indicator,2020 December 16,Wicklow,%,51.6,16/12/2020
Staying Local Indicator,2020 December 16,Clare,%,46.7,16/12/2020
Staying Local Indicator,2020 December 16,Carlow,%,44.4,16/12/2020
Staying Local Indicator,2020 December 16,Kilkenny,%,48,16/12/2020
Staying Local Indicator,2020 December 16,Tipperary,%,43.3,16/12/2020
Staying Local Indicator,2020 December 16,Wexford,%,47.2,16/12/2020
Staying Local Indicator,2020 December 16,Kerry,%,48.9,16/12/2020
Staying Local Indicator,2020 December 16,Cork,%,52.9,16/12/2020
Staying Local Indicator,2020 December 16,Galway,%,49.5,16/12/2020
Staying Local Indicator,2020 December 16,Limerick,%,52.7,16/12/2020
Staying Local Indicator,2020 December 16,Waterford,%,54,16/12/2020
Staying Local Indicator,2020 December 17,State,%,54.3,17/12/2020
Staying Local Indicator,2020 December 17,Cavan,%,44.6,17/12/2020
Staying Local Indicator,2020 December 17,Donegal,%,44.6,17/12/2020
Staying Local Indicator,2020 December 17,Leitrim,%,42.7,17/12/2020
Staying Local Indicator,2020 December 17,Louth,%,56.2,17/12/2020
Staying Local Indicator,2020 December 17,Monaghan,%,47,17/12/2020
Staying Local Indicator,2020 December 17,Sligo,%,45.7,17/12/2020
Staying Local Indicator,2020 December 17,Laois,%,45.3,17/12/2020
Staying Local Indicator,2020 December 17,Longford,%,45.6,17/12/2020
Staying Local Indicator,2020 December 17,Offaly,%,46.3,17/12/2020
Staying Local Indicator,2020 December 17,Westmeath,%,50.8,17/12/2020
Staying Local Indicator,2020 December 17,Mayo,%,42.4,17/12/2020
Staying Local Indicator,2020 December 17,Roscommon,%,41.8,17/12/2020
Staying Local Indicator,2020 December 17,Dublin,%,68.4,17/12/2020
Staying Local Indicator,2020 December 17,Kildare,%,48.4,17/12/2020
Staying Local Indicator,2020 December 17,Meath,%,48.8,17/12/2020
Staying Local Indicator,2020 December 17,Wicklow,%,51.4,17/12/2020
Staying Local Indicator,2020 December 17,Clare,%,46.6,17/12/2020
Staying Local Indicator,2020 December 17,Carlow,%,44.2,17/12/2020
Staying Local Indicator,2020 December 17,Kilkenny,%,48,17/12/2020
Staying Local Indicator,2020 December 17,Tipperary,%,43,17/12/2020
Staying Local Indicator,2020 December 17,Wexford,%,47.1,17/12/2020
Staying Local Indicator,2020 December 17,Kerry,%,48.7,17/12/2020
Staying Local Indicator,2020 December 17,Cork,%,52.8,17/12/2020
Staying Local Indicator,2020 December 17,Galway,%,49.2,17/12/2020
Staying Local Indicator,2020 December 17,Limerick,%,52.5,17/12/2020
Staying Local Indicator,2020 December 17,Waterford,%,53.9,17/12/2020
Staying Local Indicator,2020 December 18,State,%,54.1,18/12/2020
Staying Local Indicator,2020 December 18,Cavan,%,44.4,18/12/2020
Staying Local Indicator,2020 December 18,Donegal,%,44.4,18/12/2020
Staying Local Indicator,2020 December 18,Leitrim,%,42.4,18/12/2020
Staying Local Indicator,2020 December 18,Louth,%,56.1,18/12/2020
Staying Local Indicator,2020 December 18,Monaghan,%,46.7,18/12/2020
Staying Local Indicator,2020 December 18,Sligo,%,45.5,18/12/2020
Staying Local Indicator,2020 December 18,Laois,%,45.1,18/12/2020
Staying Local Indicator,2020 December 18,Longford,%,45.4,18/12/2020
Staying Local Indicator,2020 December 18,Offaly,%,46,18/12/2020
Staying Local Indicator,2020 December 18,Westmeath,%,50.4,18/12/2020
Staying Local Indicator,2020 December 18,Mayo,%,42.3,18/12/2020
Staying Local Indicator,2020 December 18,Roscommon,%,41.6,18/12/2020
Staying Local Indicator,2020 December 18,Dublin,%,68.1,18/12/2020
Staying Local Indicator,2020 December 18,Kildare,%,48.1,18/12/2020
Staying Local Indicator,2020 December 18,Meath,%,48.6,18/12/2020
Staying Local Indicator,2020 December 18,Wicklow,%,51.1,18/12/2020
Staying Local Indicator,2020 December 18,Clare,%,46.2,18/12/2020
Staying Local Indicator,2020 December 18,Carlow,%,43.9,18/12/2020
Staying Local Indicator,2020 December 18,Kilkenny,%,47.9,18/12/2020
Staying Local Indicator,2020 December 18,Tipperary,%,42.9,18/12/2020
Staying Local Indicator,2020 December 18,Wexford,%,47.1,18/12/2020
Staying Local Indicator,2020 December 18,Kerry,%,48.5,18/12/2020
Staying Local Indicator,2020 December 18,Cork,%,52.6,18/12/2020
Staying Local Indicator,2020 December 18,Galway,%,49,18/12/2020
Staying Local Indicator,2020 December 18,Limerick,%,52.2,18/12/2020
Staying Local Indicator,2020 December 18,Waterford,%,53.8,18/12/2020
Staying Local Indicator,2020 December 19,State,%,53.9,19/12/2020
Staying Local Indicator,2020 December 19,Cavan,%,44.3,19/12/2020
Staying Local Indicator,2020 December 19,Donegal,%,44.3,19/12/2020
Staying Local Indicator,2020 December 19,Leitrim,%,42.4,19/12/2020
Staying Local Indicator,2020 December 19,Louth,%,56,19/12/2020
Staying Local Indicator,2020 December 19,Monaghan,%,46.6,19/12/2020
Staying Local Indicator,2020 December 19,Sligo,%,45.4,19/12/2020
Staying Local Indicator,2020 December 19,Laois,%,44.9,19/12/2020
Staying Local Indicator,2020 December 19,Longford,%,45.4,19/12/2020
Staying Local Indicator,2020 December 19,Offaly,%,45.9,19/12/2020
Staying Local Indicator,2020 December 19,Westmeath,%,50.2,19/12/2020
Staying Local Indicator,2020 December 19,Mayo,%,42.4,19/12/2020
Staying Local Indicator,2020 December 19,Roscommon,%,41.5,19/12/2020
Staying Local Indicator,2020 December 19,Dublin,%,67.8,19/12/2020
Staying Local Indicator,2020 December 19,Kildare,%,47.8,19/12/2020
Staying Local Indicator,2020 December 19,Meath,%,48.4,19/12/2020
Staying Local Indicator,2020 December 19,Wicklow,%,50.9,19/12/2020
Staying Local Indicator,2020 December 19,Clare,%,46.1,19/12/2020
Staying Local Indicator,2020 December 19,Carlow,%,43.7,19/12/2020
Staying Local Indicator,2020 December 19,Kilkenny,%,47.7,19/12/2020
Staying Local Indicator,2020 December 19,Tipperary,%,42.7,19/12/2020
Staying Local Indicator,2020 December 19,Wexford,%,47.1,19/12/2020
Staying Local Indicator,2020 December 19,Kerry,%,48.4,19/12/2020
Staying Local Indicator,2020 December 19,Cork,%,52.5,19/12/2020
Staying Local Indicator,2020 December 19,Galway,%,48.9,19/12/2020
Staying Local Indicator,2020 December 19,Limerick,%,51.9,19/12/2020
Staying Local Indicator,2020 December 19,Waterford,%,53.8,19/12/2020
Staying Local Indicator,2020 December20,State,%,53.2,20-Dec-20
Staying Local Indicator,2020 December20,Cavan,%,44,20-Dec-20
Staying Local Indicator,2020 December20,Donegal,%,43.9,20-Dec-20
Staying Local Indicator,2020 December20,Leitrim,%,42,20-Dec-20
Staying Local Indicator,2020 December20,Louth,%,55.5,20-Dec-20
Staying Local Indicator,2020 December20,Monaghan,%,46.1,20-Dec-20
Staying Local Indicator,2020 December20,Sligo,%,44.8,20-Dec-20
Staying Local Indicator,2020 December20,Laois,%,44.3,20-Dec-20
Staying Local Indicator,2020 December20,Longford,%,44.9,20-Dec-20
Staying Local Indicator,2020 December20,Offaly,%,45.5,20-Dec-20
Staying Local Indicator,2020 December20,Westmeath,%,49.7,20-Dec-20
Staying Local Indicator,2020 December20,Mayo,%,42.1,20-Dec-20
Staying Local Indicator,2020 December20,Roscommon,%,41.1,20-Dec-20
Staying Local Indicator,2020 December20,Dublin,%,67,20-Dec-20
Staying Local Indicator,2020 December20,Kildare,%,47.1,20-Dec-20
Staying Local Indicator,2020 December20,Meath,%,47.8,20-Dec-20
Staying Local Indicator,2020 December20,Wicklow,%,50.2,20-Dec-20
Staying Local Indicator,2020 December20,Clare,%,45.5,20-Dec-20
Staying Local Indicator,2020 December20,Carlow,%,43,20-Dec-20
Staying Local Indicator,2020 December20,Kilkenny,%,46.9,20-Dec-20
Staying Local Indicator,2020 December20,Tipperary,%,42.1,20-Dec-20
Staying Local Indicator,2020 December20,Wexford,%,46.5,20-Dec-20
Staying Local Indicator,2020 December20,Kerry,%,47.8,20-Dec-20
Staying Local Indicator,2020 December20,Cork,%,51.8,20-Dec-20
Staying Local Indicator,2020 December20,Galway,%,48.2,20-Dec-20
Staying Local Indicator,2020 December20,Limerick,%,51.2,20-Dec-20
Staying Local Indicator,2020 December20,Waterford,%,52.8,20-Dec-20
Staying Local Indicator,2020 December 21,State,%,52.8,21/12/2020
Staying Local Indicator,2020 December 21,Cavan,%,43.8,21/12/2020
Staying Local Indicator,2020 December 21,Donegal,%,43.7,21/12/2020
Staying Local Indicator,2020 December 21,Leitrim,%,41.8,21/12/2020
Staying Local Indicator,2020 December 21,Louth,%,55.3,21/12/2020
Staying Local Indicator,2020 December 21,Monaghan,%,46,21/12/2020
Staying Local Indicator,2020 December 21,Sligo,%,44.5,21/12/2020
Staying Local Indicator,2020 December 21,Laois,%,44,21/12/2020
Staying Local Indicator,2020 December 21,Longford,%,44.8,21/12/2020
Staying Local Indicator,2020 December 21,Offaly,%,45.3,21/12/2020
Staying Local Indicator,2020 December 21,Westmeath,%,49.4,21/12/2020
Staying Local Indicator,2020 December 21,Mayo,%,41.9,21/12/2020
Staying Local Indicator,2020 December 21,Roscommon,%,41,21/12/2020
Staying Local Indicator,2020 December 21,Dublin,%,66.5,21/12/2020
Staying Local Indicator,2020 December 21,Kildare,%,46.6,21/12/2020
Staying Local Indicator,2020 December 21,Meath,%,47.5,21/12/2020
Staying Local Indicator,2020 December 21,Wicklow,%,49.8,21/12/2020
Staying Local Indicator,2020 December 21,Clare,%,45.2,21/12/2020
Staying Local Indicator,2020 December 21,Carlow,%,42.7,21/12/2020
Staying Local Indicator,2020 December 21,Kilkenny,%,46.7,21/12/2020
Staying Local Indicator,2020 December 21,Tipperary,%,41.9,21/12/2020
Staying Local Indicator,2020 December 21,Wexford,%,46.5,21/12/2020
Staying Local Indicator,2020 December 21,Kerry,%,47.7,21/12/2020
Staying Local Indicator,2020 December 21,Cork,%,51.4,21/12/2020
Staying Local Indicator,2020 December 21,Galway,%,47.5,21/12/2020
Staying Local Indicator,2020 December 21,Limerick,%,50.8,21/12/2020
Staying Local Indicator,2020 December 21,Waterford,%,52.4,21/12/2020
Staying Local Indicator,2020 December 22,State,%,52.3,22/12/2020
Staying Local Indicator,2020 December 22,Cavan,%,43.4,22/12/2020
Staying Local Indicator,2020 December 22,Donegal,%,43.4,22/12/2020
Staying Local Indicator,2020 December 22,Leitrim,%,41.4,22/12/2020
Staying Local Indicator,2020 December 22,Louth,%,55.1,22/12/2020
Staying Local Indicator,2020 December 22,Monaghan,%,45.5,22/12/2020
Staying Local Indicator,2020 December 22,Sligo,%,44.1,22/12/2020
Staying Local Indicator,2020 December 22,Laois,%,43.4,22/12/2020
Staying Local Indicator,2020 December 22,Longford,%,44.6,22/12/2020
Staying Local Indicator,2020 December 22,Offaly,%,44.9,22/12/2020
Staying Local Indicator,2020 December 22,Westmeath,%,49,22/12/2020
Staying Local Indicator,2020 December 22,Mayo,%,41.5,22/12/2020
Staying Local Indicator,2020 December 22,Roscommon,%,40.6,22/12/2020
Staying Local Indicator,2020 December 22,Dublin,%,65.8,22/12/2020
Staying Local Indicator,2020 December 22,Kildare,%,45.9,22/12/2020
Staying Local Indicator,2020 December 22,Meath,%,47.2,22/12/2020
Staying Local Indicator,2020 December 22,Wicklow,%,49.3,22/12/2020
Staying Local Indicator,2020 December 22,Clare,%,44.8,22/12/2020
Staying Local Indicator,2020 December 22,Carlow,%,42.5,22/12/2020
Staying Local Indicator,2020 December 22,Kilkenny,%,46.4,22/12/2020
Staying Local Indicator,2020 December 22,Tipperary,%,41.5,22/12/2020
Staying Local Indicator,2020 December 22,Wexford,%,46.3,22/12/2020
Staying Local Indicator,2020 December 22,Kerry,%,47.4,22/12/2020
Staying Local Indicator,2020 December 22,Cork,%,50.9,22/12/2020
Staying Local Indicator,2020 December 22,Galway,%,46.6,22/12/2020
Staying Local Indicator,2020 December 22,Limerick,%,50.2,22/12/2020
Staying Local Indicator,2020 December 22,Waterford,%,52,22/12/2020
Staying Local Indicator,2020 December 23,State,%,51.8,23/12/2020
Staying Local Indicator,2020 December 23,Cavan,%,43.1,23/12/2020
Staying Local Indicator,2020 December 23,Donegal,%,43,23/12/2020
Staying Local Indicator,2020 December 23,Leitrim,%,41,23/12/2020
Staying Local Indicator,2020 December 23,Louth,%,54.7,23/12/2020
Staying Local Indicator,2020 December 23,Monaghan,%,45.1,23/12/2020
Staying Local Indicator,2020 December 23,Sligo,%,43.5,23/12/2020
Staying Local Indicator,2020 December 23,Laois,%,43.2,23/12/2020
Staying Local Indicator,2020 December 23,Longford,%,44.5,23/12/2020
Staying Local Indicator,2020 December 23,Offaly,%,44.6,23/12/2020
Staying Local Indicator,2020 December 23,Westmeath,%,48.7,23/12/2020
Staying Local Indicator,2020 December 23,Mayo,%,41.3,23/12/2020
Staying Local Indicator,2020 December 23,Roscommon,%,40.3,23/12/2020
Staying Local Indicator,2020 December 23,Dublin,%,65.1,23/12/2020
Staying Local Indicator,2020 December 23,Kildare,%,45.5,23/12/2020
Staying Local Indicator,2020 December 23,Meath,%,46.9,23/12/2020
Staying Local Indicator,2020 December 23,Wicklow,%,49.3,23/12/2020
Staying Local Indicator,2020 December 23,Clare,%,44.4,23/12/2020
Staying Local Indicator,2020 December 23,Carlow,%,42.3,23/12/2020
Staying Local Indicator,2020 December 23,Kilkenny,%,46.1,23/12/2020
Staying Local Indicator,2020 December 23,Tipperary,%,41.2,23/12/2020
Staying Local Indicator,2020 December 23,Wexford,%,46.4,23/12/2020
Staying Local Indicator,2020 December 23,Kerry,%,47.2,23/12/2020
Staying Local Indicator,2020 December 23,Cork,%,50.4,23/12/2020
Staying Local Indicator,2020 December 23,Galway,%,45.5,23/12/2020
Staying Local Indicator,2020 December 23,Limerick,%,49.5,23/12/2020
Staying Local Indicator,2020 December 23,Waterford,%,51.6,23/12/2020
Staying Local Indicator,2020 December 24,State,%,51.7,24/12/2020
Staying Local Indicator,2020 December 24,Cavan,%,43.5,24/12/2020
Staying Local Indicator,2020 December 24,Donegal,%,43.2,24/12/2020
Staying Local Indicator,2020 December 24,Leitrim,%,41.3,24/12/2020
Staying Local Indicator,2020 December 24,Louth,%,55,24/12/2020
Staying Local Indicator,2020 December 24,Monaghan,%,45.4,24/12/2020
Staying Local Indicator,2020 December 24,Sligo,%,43.3,24/12/2020
Staying Local Indicator,2020 December 24,Laois,%,43.7,24/12/2020
Staying Local Indicator,2020 December 24,Longford,%,44.8,24/12/2020
Staying Local Indicator,2020 December 24,Offaly,%,45,24/12/2020
Staying Local Indicator,2020 December 24,Westmeath,%,49,24/12/2020
Staying Local Indicator,2020 December 24,Mayo,%,41.5,24/12/2020
Staying Local Indicator,2020 December 24,Roscommon,%,40.5,24/12/2020
Staying Local Indicator,2020 December 24,Dublin,%,64.4,24/12/2020
Staying Local Indicator,2020 December 24,Kildare,%,45.6,24/12/2020
Staying Local Indicator,2020 December 24,Meath,%,47.4,24/12/2020
Staying Local Indicator,2020 December 24,Wicklow,%,50,24/12/2020
Staying Local Indicator,2020 December 24,Clare,%,44.4,24/12/2020
Staying Local Indicator,2020 December 24,Carlow,%,42.4,24/12/2020
Staying Local Indicator,2020 December 24,Kilkenny,%,46.2,24/12/2020
Staying Local Indicator,2020 December 24,Tipperary,%,41.6,24/12/2020
Staying Local Indicator,2020 December 24,Wexford,%,46.9,24/12/2020
Staying Local Indicator,2020 December 24,Kerry,%,47.3,24/12/2020
Staying Local Indicator,2020 December 24,Cork,%,50.1,24/12/2020
Staying Local Indicator,2020 December 24,Galway,%,44.7,24/12/2020
Staying Local Indicator,2020 December 24,Limerick,%,49,24/12/2020
Staying Local Indicator,2020 December 24,Waterford,%,51.3,24/12/2020
Staying Local Indicator,2020 December 25,State,%,52.8,25/12/2020
Staying Local Indicator,2020 December 25,Cavan,%,45.7,25/12/2020
Staying Local Indicator,2020 December 25,Donegal,%,45.1,25/12/2020
Staying Local Indicator,2020 December 25,Leitrim,%,43.4,25/12/2020
Staying Local Indicator,2020 December 25,Louth,%,56.6,25/12/2020
Staying Local Indicator,2020 December 25,Monaghan,%,47.9,25/12/2020
Staying Local Indicator,2020 December 25,Sligo,%,44.6,25/12/2020
Staying Local Indicator,2020 December 25,Laois,%,45.8,25/12/2020
Staying Local Indicator,2020 December 25,Longford,%,46.6,25/12/2020
Staying Local Indicator,2020 December 25,Offaly,%,47.3,25/12/2020
Staying Local Indicator,2020 December 25,Westmeath,%,50.6,25/12/2020
Staying Local Indicator,2020 December 25,Mayo,%,43.1,25/12/2020
Staying Local Indicator,2020 December 25,Roscommon,%,42.4,25/12/2020
Staying Local Indicator,2020 December 25,Dublin,%,64.5,25/12/2020
Staying Local Indicator,2020 December 25,Kildare,%,47.4,25/12/2020
Staying Local Indicator,2020 December 25,Meath,%,49.6,25/12/2020
Staying Local Indicator,2020 December 25,Wicklow,%,52.2,25/12/2020
Staying Local Indicator,2020 December 25,Clare,%,46.1,25/12/2020
Staying Local Indicator,2020 December 25,Carlow,%,43.9,25/12/2020
Staying Local Indicator,2020 December 25,Kilkenny,%,48,25/12/2020
Staying Local Indicator,2020 December 25,Tipperary,%,43.6,25/12/2020
Staying Local Indicator,2020 December 25,Wexford,%,48.8,25/12/2020
Staying Local Indicator,2020 December 25,Kerry,%,48.5,25/12/2020
Staying Local Indicator,2020 December 25,Cork,%,51.3,25/12/2020
Staying Local Indicator,2020 December 25,Galway,%,45.4,25/12/2020
Staying Local Indicator,2020 December 25,Limerick,%,49.7,25/12/2020
Staying Local Indicator,2020 December 25,Waterford,%,52.3,25/12/2020
Staying Local Indicator,2020 December 26,State,%,53.5,26/12/2020
Staying Local Indicator,2020 December 26,Cavan,%,47.3,26/12/2020
Staying Local Indicator,2020 December 26,Donegal,%,46.8,26/12/2020
Staying Local Indicator,2020 December 26,Leitrim,%,44.8,26/12/2020
Staying Local Indicator,2020 December 26,Louth,%,57.7,26/12/2020
Staying Local Indicator,2020 December 26,Monaghan,%,49.7,26/12/2020
Staying Local Indicator,2020 December 26,Sligo,%,45.4,26/12/2020
Staying Local Indicator,2020 December 26,Laois,%,47.2,26/12/2020
Staying Local Indicator,2020 December 26,Longford,%,47.7,26/12/2020
Staying Local Indicator,2020 December 26,Offaly,%,48.7,26/12/2020
Staying Local Indicator,2020 December 26,Westmeath,%,51.7,26/12/2020
Staying Local Indicator,2020 December 26,Mayo,%,44,26/12/2020
