"Statistic","Week","Age Group","Sex","UNIT","VALUE"
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W02","35 - 44 years","Male","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W02","35 - 44 years","Female","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W02","45 - 54 years","Both sexes","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W02","45 - 54 years","Male","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W02","45 - 54 years","Female","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W02","55 - 59 years","Both sexes","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W02","55 - 59 years","Male","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W02","55 - 59 years","Female","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W02","60 years and over","Both sexes","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W02","60 years and over","Male","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W02","60 years and over","Female","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W02","All ages","Both sexes","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W02","All ages","Male","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W02","All ages","Female","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W03","Under 20 years","Both sexes","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W03","Under 20 years","Male","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W03","Under 20 years","Female","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W03","20 - 24 years","Both sexes","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W03","20 - 24 years","Male","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W03","20 - 24 years","Female","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W03","25 - 34 years","Both sexes","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W03","25 - 34 years","Male","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W03","25 - 34 years","Female","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W03","35 - 44 years","Both sexes","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W03","35 - 44 years","Male","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W03","35 - 44 years","Female","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W03","45 - 54 years","Both sexes","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W03","45 - 54 years","Male","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W03","45 - 54 years","Female","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W03","55 - 59 years","Both sexes","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W03","55 - 59 years","Male","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W03","55 - 59 years","Female","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W03","60 years and over","Both sexes","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W03","60 years and over","Male","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W03","60 years and over","Female","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W03","All ages","Both sexes","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W03","All ages","Male","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W03","All ages","Female","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W04","Under 20 years","Both sexes","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W04","Under 20 years","Male","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W04","Under 20 years","Female","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W04","20 - 24 years","Both sexes","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W04","20 - 24 years","Male","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W04","20 - 24 years","Female","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W04","25 - 34 years","Both sexes","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W04","25 - 34 years","Male","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W04","25 - 34 years","Female","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W04","35 - 44 years","Both sexes","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W04","35 - 44 years","Male","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W04","35 - 44 years","Female","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W04","45 - 54 years","Both sexes","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W04","45 - 54 years","Male","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W04","45 - 54 years","Female","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W04","55 - 59 years","Both sexes","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W04","55 - 59 years","Male","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W04","55 - 59 years","Female","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W04","60 years and over","Both sexes","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W04","60 years and over","Male","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W04","60 years and over","Female","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W04","All ages","Both sexes","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W04","All ages","Male","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W04","All ages","Female","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W05","Under 20 years","Both sexes","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W05","Under 20 years","Male","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W05","Under 20 years","Female","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W05","20 - 24 years","Both sexes","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W05","20 - 24 years","Male","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W05","20 - 24 years","Female","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W05","25 - 34 years","Both sexes","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W05","25 - 34 years","Male","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W05","25 - 34 years","Female","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W05","35 - 44 years","Both sexes","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W05","35 - 44 years","Male","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W05","35 - 44 years","Female","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W05","45 - 54 years","Both sexes","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W05","45 - 54 years","Male","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W05","45 - 54 years","Female","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W05","55 - 59 years","Both sexes","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W05","55 - 59 years","Male","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W05","55 - 59 years","Female","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W05","60 years and over","Both sexes","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W05","60 years and over","Male","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W05","60 years and over","Female","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W05","All ages","Both sexes","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W05","All ages","Male","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W05","All ages","Female","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W06","Under 20 years","Both sexes","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W06","Under 20 years","Male","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W06","Under 20 years","Female","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W06","20 - 24 years","Both sexes","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W06","20 - 24 years","Male","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W06","20 - 24 years","Female","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W06","25 - 34 years","Both sexes","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W06","25 - 34 years","Male","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W06","25 - 34 years","Female","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W06","35 - 44 years","Both sexes","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W06","35 - 44 years","Male","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W06","35 - 44 years","Female","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W06","45 - 54 years","Both sexes","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W06","45 - 54 years","Male","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W06","45 - 54 years","Female","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W06","55 - 59 years","Both sexes","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W06","55 - 59 years","Male","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W06","55 - 59 years","Female","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W06","60 years and over","Both sexes","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W06","60 years and over","Male","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W06","60 years and over","Female","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W06","All ages","Both sexes","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W06","All ages","Male","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W06","All ages","Female","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W07","Under 20 years","Both sexes","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W07","Under 20 years","Male","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W07","Under 20 years","Female","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W07","20 - 24 years","Both sexes","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W07","20 - 24 years","Male","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W07","20 - 24 years","Female","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W07","25 - 34 years","Both sexes","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W07","25 - 34 years","Male","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W07","25 - 34 years","Female","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W07","35 - 44 years","Both sexes","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W07","35 - 44 years","Male","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W07","35 - 44 years","Female","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W07","45 - 54 years","Both sexes","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W07","45 - 54 years","Male","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W07","45 - 54 years","Female","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W07","55 - 59 years","Both sexes","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W07","55 - 59 years","Male","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W07","55 - 59 years","Female","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W07","60 years and over","Both sexes","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W07","60 years and over","Male","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W07","60 years and over","Female","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W07","All ages","Both sexes","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W07","All ages","Male","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W07","All ages","Female","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W08","Under 20 years","Both sexes","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W08","Under 20 years","Male","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W08","Under 20 years","Female","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W08","20 - 24 years","Both sexes","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W08","20 - 24 years","Male","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W08","20 - 24 years","Female","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W08","25 - 34 years","Both sexes","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W08","25 - 34 years","Male","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W08","25 - 34 years","Female","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W08","35 - 44 years","Both sexes","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W08","35 - 44 years","Male","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W08","35 - 44 years","Female","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W08","45 - 54 years","Both sexes","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W08","45 - 54 years","Male","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W08","45 - 54 years","Female","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W08","55 - 59 years","Both sexes","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W08","55 - 59 years","Male","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W08","55 - 59 years","Female","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W08","60 years and over","Both sexes","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W08","60 years and over","Male","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W08","60 years and over","Female","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W08","All ages","Both sexes","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W08","All ages","Male","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W08","All ages","Female","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W09","Under 20 years","Both sexes","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W09","Under 20 years","Male","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W09","Under 20 years","Female","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W09","20 - 24 years","Both sexes","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W09","20 - 24 years","Male","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W09","20 - 24 years","Female","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W09","25 - 34 years","Both sexes","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W09","25 - 34 years","Male","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W09","25 - 34 years","Female","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W09","35 - 44 years","Both sexes","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W09","35 - 44 years","Male","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W09","35 - 44 years","Female","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W09","45 - 54 years","Both sexes","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W09","45 - 54 years","Male","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W09","45 - 54 years","Female","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W09","55 - 59 years","Both sexes","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W09","55 - 59 years","Male","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W09","55 - 59 years","Female","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W09","60 years and over","Both sexes","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W09","60 years and over","Male","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W09","60 years and over","Female","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W09","All ages","Both sexes","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W09","All ages","Male","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W09","All ages","Female","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W10","Under 20 years","Both sexes","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W10","Under 20 years","Male","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W10","Under 20 years","Female","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W10","20 - 24 years","Both sexes","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W10","20 - 24 years","Male","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W10","20 - 24 years","Female","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W10","25 - 34 years","Both sexes","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W10","25 - 34 years","Male","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W10","25 - 34 years","Female","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W10","35 - 44 years","Both sexes","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W10","35 - 44 years","Male","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W10","35 - 44 years","Female","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W10","45 - 54 years","Both sexes","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W10","45 - 54 years","Male","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W10","45 - 54 years","Female","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W10","55 - 59 years","Both sexes","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W10","55 - 59 years","Male","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W10","55 - 59 years","Female","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W10","60 years and over","Both sexes","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W10","60 years and over","Male","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W10","60 years and over","Female","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W10","All ages","Both sexes","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W10","All ages","Male","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W10","All ages","Female","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W11","Under 20 years","Both sexes","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W11","Under 20 years","Male","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W11","Under 20 years","Female","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W11","20 - 24 years","Both sexes","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W11","20 - 24 years","Male","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W11","20 - 24 years","Female","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W11","25 - 34 years","Both sexes","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W11","25 - 34 years","Male","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W11","25 - 34 years","Female","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W11","35 - 44 years","Both sexes","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W11","35 - 44 years","Male","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W11","35 - 44 years","Female","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W11","45 - 54 years","Both sexes","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W11","45 - 54 years","Male","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W11","45 - 54 years","Female","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W11","55 - 59 years","Both sexes","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W11","55 - 59 years","Male","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W11","55 - 59 years","Female","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W11","60 years and over","Both sexes","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W11","60 years and over","Male","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W11","60 years and over","Female","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W11","All ages","Both sexes","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W11","All ages","Male","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W11","All ages","Female","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W12","Under 20 years","Both sexes","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W12","Under 20 years","Male","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W12","Under 20 years","Female","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W12","20 - 24 years","Both sexes","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W12","20 - 24 years","Male","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W12","20 - 24 years","Female","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W12","25 - 34 years","Both sexes","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W12","25 - 34 years","Male","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W12","25 - 34 years","Female","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W12","35 - 44 years","Both sexes","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W12","35 - 44 years","Male","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W12","35 - 44 years","Female","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W12","45 - 54 years","Both sexes","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W12","45 - 54 years","Male","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W12","45 - 54 years","Female","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W12","55 - 59 years","Both sexes","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W12","55 - 59 years","Male","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W12","55 - 59 years","Female","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W12","60 years and over","Both sexes","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W12","60 years and over","Male","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W12","60 years and over","Female","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W12","All ages","Both sexes","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W12","All ages","Male","Number",""
"Persons in receipt of the Temporary Wage Subsidy Scheme","2021W12","All ages","Female","Number",""
"Totals (excluding overlaps)","2020W12","Under 20 years","Both sexes","Number","19326"
"Totals (excluding overlaps)","2020W12","Under 20 years","Male","Number","8484"
"Totals (excluding overlaps)","2020W12","Under 20 years","Female","Number","10842"
"Totals (excluding overlaps)","2020W12","20 - 24 years","Both sexes","Number","59613"
"Totals (excluding overlaps)","2020W12","20 - 24 years","Male","Number","28296"
"Totals (excluding overlaps)","2020W12","20 - 24 years","Female","Number","31317"
"Totals (excluding overlaps)","2020W12","25 - 34 years","Both sexes","Number","99613"
"Totals (excluding overlaps)","2020W12","25 - 34 years","Male","Number","51673"
"Totals (excluding overlaps)","2020W12","25 - 34 years","Female","Number","47940"
"Totals (excluding overlaps)","2020W12","35 - 44 years","Both sexes","Number","98143"
"Totals (excluding overlaps)","2020W12","35 - 44 years","Male","Number","50567"
"Totals (excluding overlaps)","2020W12","35 - 44 years","Female","Number","47576"
"Totals (excluding overlaps)","2020W12","45 - 54 years","Both sexes","Number","80623"
"Totals (excluding overlaps)","2020W12","45 - 54 years","Male","Number","42423"
"Totals (excluding overlaps)","2020W12","45 - 54 years","Female","Number","38200"
"Totals (excluding overlaps)","2020W12","55 - 59 years","Both sexes","Number","33900"
"Totals (excluding overlaps)","2020W12","55 - 59 years","Male","Number","18137"
"Totals (excluding overlaps)","2020W12","55 - 59 years","Female","Number","15763"
"Totals (excluding overlaps)","2020W12","60 years and over","Both sexes","Number","37284"
"Totals (excluding overlaps)","2020W12","60 years and over","Male","Number","20080"
"Totals (excluding overlaps)","2020W12","60 years and over","Female","Number","17204"
"Totals (excluding overlaps)","2020W12","All ages","Both sexes","Number","428513"
"Totals (excluding overlaps)","2020W12","All ages","Male","Number","219663"
"Totals (excluding overlaps)","2020W12","All ages","Female","Number","208842"
"Totals (excluding overlaps)","2020W13","Under 20 years","Both sexes","Number","27739"
"Totals (excluding overlaps)","2020W13","Under 20 years","Male","Number","12684"
"Totals (excluding overlaps)","2020W13","Under 20 years","Female","Number","15055"
"Totals (excluding overlaps)","2020W13","20 - 24 years","Both sexes","Number","89010"
"Totals (excluding overlaps)","2020W13","20 - 24 years","Male","Number","43146"
"Totals (excluding overlaps)","2020W13","20 - 24 years","Female","Number","45864"
"Totals (excluding overlaps)","2020W13","25 - 34 years","Both sexes","Number","144006"
"Totals (excluding overlaps)","2020W13","25 - 34 years","Male","Number","75189"
"Totals (excluding overlaps)","2020W13","25 - 34 years","Female","Number","68817"
"Totals (excluding overlaps)","2020W13","35 - 44 years","Both sexes","Number","142091"
"Totals (excluding overlaps)","2020W13","35 - 44 years","Male","Number","74915"
"Totals (excluding overlaps)","2020W13","35 - 44 years","Female","Number","67176"
"Totals (excluding overlaps)","2020W13","45 - 54 years","Both sexes","Number","113773"
"Totals (excluding overlaps)","2020W13","45 - 54 years","Male","Number","61025"
"Totals (excluding overlaps)","2020W13","45 - 54 years","Female","Number","52748"
"Totals (excluding overlaps)","2020W13","55 - 59 years","Both sexes","Number","46049"
"Totals (excluding overlaps)","2020W13","55 - 59 years","Male","Number","25105"
"Totals (excluding overlaps)","2020W13","55 - 59 years","Female","Number","20944"
"Totals (excluding overlaps)","2020W13","60 years and over","Both sexes","Number","48281"
"Totals (excluding overlaps)","2020W13","60 years and over","Male","Number","26766"
"Totals (excluding overlaps)","2020W13","60 years and over","Female","Number","21515"
"Totals (excluding overlaps)","2020W13","All ages","Both sexes","Number","611008"
"Totals (excluding overlaps)","2020W13","All ages","Male","Number","318847"
